alpha,delta,u,g,r,i,z,redshift,plate,MJD,fiber_ID,y
6.766080518,-2.111348107,22.86811,22.87517,22.6652,21.31242,20.55467,0.7676099,9347,58042,148,0
171.3067367,60.11179136,22.19191,21.54654,21.70475,21.60983,22.14998,0.05033071,7108,56686,892,0
179.2971504,27.30470876,17.89946,17.02773,16.7281,16.60175,16.54783,5.13E-05,6402,56334,210,2
221.0325879,3.101094593,20.78262,20.34411,20.36055,20.309,20.28557,0.8110842,4021,55620,864,1
21.04805,28.04328227,21.056,20.22413,20.09257,20.04786,19.8774,2.52134,6261,56219,800,1
260.0669831,32.0012771,21.689,21.64847,21.52554,21.23064,20.825,1.985968,11654,58543,910,1
352.6010789,0.784313924,19.60822,18.66205,18.2794,18.09983,18.05396,-0.001052932,3142,54735,348,2
353.3493557,0.671910853,21.91139,19.52065,18.14506,17.57327,17.24564,-0.000352278,1486,52993,508,2
172.9391324,51.11338715,20.3374,19.98985,19.66521,19.38774,19.31859,1.427672,6691,56413,936,1
128.8661379,47.96700621,22.18319,21.81903,21.27646,20.63861,20.34932,0.7231237,7320,56722,504,0
190.8431807,51.0833341,21.21272,20.12549,19.66726,19.18781,18.90915,1.73912,6669,56413,586,1
356.9478998,36.01432637,19.25683,17.53333,16.9322,16.72587,16.60389,-0.000371623,1880,53262,320,2
346.4436634,2.912701373,22.59477,20.11966,18.44547,17.96185,17.55325,-2.76E-05,4289,55856,176,2
182.0346019,34.73100376,23.21932,22.72838,20.98569,19.81881,19.49491,0.5525425,4610,55621,183,0
173.1286079,4.57601121,23.17945,21.30753,19.47137,18.84559,18.43324,0.343845,4767,55946,444,0
359.9467941,26.69217166,24.10729,21.89577,21.39063,21.01711,22.50867,1.754035,7695,57654,460,1
359.4704371,27.97739167,17.31162,15.6797,15.10808,14.90275,14.86259,-3.62E-05,2803,54368,314,2
202.9150819,46.55378391,20.82851,20.99045,21.06184,20.67269,20.74429,1.748974,7407,56772,780,1
205.1601539,49.42124338,21.56907,21.70409,21.54648,21.45235,21.42847,1.41877,7430,57105,437,1
207.4798565,48.88490198,21.30742,20.7412,20.65919,20.6097,20.4597,2.282474,7430,57105,59,1
210.190079,48.29156793,21.91104,21.2996,21.12163,20.86995,20.82572,2.016688,8499,57431,555,1
135.9382096,11.42556487,22.77302,22.37781,20.82626,19.73847,19.19875,0.6428964,5296,55922,817,0
358.4609748,26.83923884,21.3093,20.77783,20.67333,20.71079,20.21273,2.264052,7697,57574,102,1
111.9326831,31.90047719,23.2778,20.59592,19.06424,18.00529,17.40914,0.000172157,2695,54409,593,2
206.0391544,20.96670437,25.21714,22.4812,21.0704,20.06323,19.61193,0.5611696,5851,56075,186,0
356.4852576,35.11453797,25.62363,22.50658,20.92336,19.9074,20.10301,0.5043548,7136,56570,999,0
199.2802086,50.34261989,21.69962,21.30608,21.31366,21.27443,20.67477,2.222216,7433,57166,718,1
215.5609713,46.88183657,21.31604,20.66214,20.60787,20.49475,20.20342,2.340972,6752,56366,559,1
206.7113061,49.07039548,22.72709,21.20095,20.3792,20.03389,19.96457,-0.001351624,7430,57105,192,2
158.2866356,23.37017286,20.67092,18.53761,17.58979,17.20995,17.02256,1.15E-05,3250,54883,320,2
227.2728,39.54982248,21.72573,21.77156,21.77151,21.71762,21.41784,2.001062,11649,58514,342,1
242.0840204,51.36229734,24.05516,22.25894,20.4266,19.43688,18.98617,0.535359,6316,56483,553,0
207.0537843,21.15867775,22.04631,20.78815,20.57235,20.57176,20.56647,0.000713233,5851,56075,32,2
207.5643344,21.02691816,21.22998,19.01948,17.40606,15.66793,14.69218,-9.63E-05,2769,54527,180,2
202.9413314,32.49955608,22.17876,20.97825,20.75619,20.66199,20.6003,2.916314,10257,58526,64,1
200.9067077,14.56462238,20.47005,19.38502,18.04954,17.4853,17.22244,0.2943834,5431,56011,620,0
185.5218448,-1.365389203,22.49455,21.81499,21.6812,21.61721,20.88476,1.434382,3777,55210,920,1
187.285078,-1.338612248,19.00928,18.16041,17.91849,17.84158,17.81328,0.001619488,3847,55588,82,2
139.5379003,50.73014328,21.02923,19.97013,19.27858,18.61558,18.17656,0.5813801,5730,56607,390,0
43.08666707,33.42633086,19.5312,18.32297,17.79442,17.66966,17.63108,-9.24E-05,7254,56625,334,2
219.82674,37.55548233,23.66043,22.30766,20.42249,19.42793,18.74984,0.5603527,5173,56046,339,0
210.6795087,40.18733242,19.64125,18.30264,17.66126,17.30175,17.07034,0.109039,1379,53084,330,0
132.7496285,32.13303825,22.45497,22.03385,21.63004,20.83521,20.54332,0.8413464,10431,58137,874,0
116.2890855,36.07706781,24.5382,22.5935,20.87031,20.03086,19.52126,0.468984,3791,55501,553,0
123.6361617,43.86065772,20.0381,18.14165,17.10957,16.66934,16.28579,0.1286235,547,51959,216,0
125.4411695,45.51046757,19.61631,18.27968,17.66887,17.30196,17.03807,0.05388608,548,51986,375,0
218.2382131,3.177464399,20.99852,20.46007,20.42558,20.45645,20.4062,1.885054,4780,55682,288,1
220.0493157,3.114952117,20.83018,19.74669,19.48812,19.36703,19.3961,-9.62E-05,4779,55656,362,2
223.6928775,2.937337429,17.46526,16.57482,16.25683,16.12339,16.06477,-0.000305901,588,52045,90,2
20.94782242,27.97863691,20.82402,20.72566,20.09889,20.13596,20.20759,1.28225,7683,58133,658,1
21.8499148,27.93487758,19.38315,18.36224,18.0077,17.88867,17.81472,-0.000961304,7683,58133,194,2
23.41665221,27.72587267,20.80322,18.76809,17.91587,17.58053,17.36041,-0.000102654,7686,57015,429,2
345.770234,-1.980506246,24.82204,24.13799,22.77844,22.37766,22.68138,0.8252473,9215,57682,44,0
343.0872506,28.06844419,25.60952,23.13834,21.44977,20.35029,19.6901,0.5022701,7768,58289,375,1
118.1912313,41.40027543,22.0787,23.03412,22.57377,21.16183,19.83784,0.9460981,8291,57391,417,0
152.2653783,19.07512933,25.57626,22.83791,21.03664,20.00553,19.55172,0.5254202,5882,56029,37,0
156.0780058,19.79255403,23.81205,21.77683,19.92405,18.88949,18.50271,0.5311018,5884,56046,754,0
41.28860757,1.212734206,21.76538,21.72405,21.84233,21.60196,21.20144,1.980015,6782,56572,809,1
340.0106348,1.45969456,21.48295,20.79669,20.70749,20.61668,20.26538,0.8571082,4295,55858,256,1
222.5749841,55.2062279,25.8483,22.27512,20.50644,19.41552,18.98308,0.5651656,6794,56448,333,0
221.5436742,55.54189443,20.25432,18.38877,17.42333,16.99885,16.67182,0.09785587,1163,52669,402,0
329.7721899,8.761464692,22.81552,22.06685,22.08671,21.78417,21.58758,1.721923,4095,55497,100,1
231.3065986,32.86646578,19.58454,17.89651,16.95113,16.4326,16.09291,0.1498877,1387,53118,519,0
6.831617732,20.55947988,21.64511,22.83868,22.68703,20.96269,19.93199,0.7897244,7589,56946,635,0
123.6072069,43.62066476,23.3127,21.08603,19.67714,18.66722,18.08853,-0.00011424,547,51959,258,2
353.5673082,0.773151075,23.89822,21.05269,19.67863,19.105,18.75541,0.000239475,1094,52524,533,2
163.1161686,49.70628079,21.45012,20.62623,20.12997,19.81672,19.49139,2.107026,6701,56367,824,1
10.78585703,1.244719344,19.61284,18.59752,18.0012,17.62628,17.47884,0.1733874,1495,52944,450,0
135.4928363,15.33293542,25.35001,21.27917,19.86451,19.07462,18.57319,0.5148741,5295,55978,881,0
153.1322101,15.16518399,18.82716,17.91225,17.63048,17.51913,17.54446,0.001056408,9577,57786,967,2
140.1686974,12.6585408,21.98076,21.51342,21.60724,21.37384,21.34251,1.60023,5308,55976,468,1
207.0943798,16.40439885,18.29732,16.99755,16.42322,16.12302,15.89673,0.03987529,2742,54233,177,0
225.9144067,34.45051357,22.18998,21.72588,20.3878,19.55301,18.89883,0.546431,4717,55742,427,0
34.6195545,-1.183725393,21.89284,19.47027,18.36069,17.8903,17.61491,0.1422006,703,52209,48,0
23.39688047,-1.091993952,21.84494,21.02373,20.73694,20.55635,20.40582,0.01537435,400,51820,201,0
157.2802565,5.58142587,26.06117,21.61314,19.9337,19.0019,18.53066,0.536067,4772,55654,593,0
126.7612987,2.883635027,20.7114,18.64319,17.37073,16.88836,16.60079,0.1766774,4792,55925,982,0
141.9500178,4.351800489,20.36987,18.41489,17.26047,16.78271,16.43505,0.1554299,568,52254,572,0
115.4369426,35.36252768,21.43465,20.5908,20.41125,20.06803,19.86979,0.6493902,4440,55539,924,1
149.8933161,33.34307398,24.6389,23.56495,21.60299,20.44753,19.68063,0.8452449,10232,58223,429,0
205.766301,49.28853758,20.05294,19.92116,19.58912,19.54245,19.45284,1.308875,6744,56399,812,1
215.354296,46.94456938,21.60068,21.68908,21.13502,21.17695,20.99015,1.327537,8495,57481,544,1
128.9935092,22.53324459,20.1418,19.73837,19.72745,19.73951,19.87308,0.00036878,2084,53360,343,2
131.2374835,23.87655069,21.73178,21.58694,21.13875,21.17155,21.11791,1.238228,11115,58514,306,1
231.3606944,43.16986816,17.99691,16.29852,15.61806,15.28161,15.07729,0.05752412,1678,53433,609,0
5.622302278,-7.664181995,18.82648,17.19289,16.32351,15.86566,15.5031,0.08156741,7150,56597,98,0
5.642873905,33.02484834,23.35983,23.1024,21.9835,20.76294,19.80229,0.8087505,7741,58078,623,0
211.1870994,39.88882681,21.35666,19.17783,17.73101,17.2093,16.87305,0.2640738,1379,53084,473,0
5.05275818,24.89466987,22.49298,21.05126,19.21566,18.63057,18.14237,0.3710244,6279,56243,194,0
5.857755809,24.99419394,19.94961,17.67317,16.69081,16.1634,15.76996,0.09783843,6279,56243,36,0
227.8251615,47.78627895,21.39504,21.19841,21.25742,20.95131,20.9902,1.946942,8431,57482,406,1
242.7180987,38.68211584,19.78657,19.47251,19.35915,19.23386,19.16359,0.4507943,1336,52759,320,1
323.8303437,11.28400232,21.70019,20.3883,19.78524,19.555,19.37097,-0.000727001,1962,53321,32,2
249.101807,39.10664741,23.1661,21.89516,20.20326,19.30919,18.90576,0.5234089,6038,56090,405,0
232.1328174,51.17694302,24.22643,22.01575,20.13204,19.21608,18.70118,0.574199,6722,56431,509,0
259.2989098,27.20573578,22.47786,21.58442,20.58517,19.5642,19.05397,0.6692579,5003,55715,383,0
132.247043,18.01335349,22.45291,22.54372,21.9226,21.44131,21.32762,0.8081241,9558,57806,999,0
119.0857503,-0.25041905,19.21783,17.86806,17.39598,17.26973,17.20551,1.33E-05,7451,56739,439,2
10.43648507,1.357554344,19.77893,17.85716,16.82569,16.37112,16.02095,0.1114206,4304,55506,210,0
26.02285887,1.272918751,26.11652,22.32305,20.6641,19.5898,18.96493,0.5149847,4275,55501,88,0
358.4462369,-7.619278889,25.31146,22.02283,20.27428,19.26153,18.69512,0.5219235,7146,56573,131,0
358.4586219,-7.485268887,25.00063,22.66444,20.90103,19.73636,19.23633,0.6598618,7146,56573,133,0
232.3321463,49.53040577,22.59897,22.74703,22.19392,20.89246,19.72939,0.9533416,8430,57488,751,0
135.7758434,12.68619611,22.61221,21.06777,21.14133,20.98416,20.94788,2.331998,5298,55979,468,1
212.6111354,39.57096148,18.76733,17.73103,17.43557,17.2261,17.22081,0.06679103,1379,53084,549,0
226.2732231,35.25793608,24.23082,21.71149,19.90904,19.11328,18.45049,0.4602722,4717,55742,697,0
359.0489891,14.85473543,22.74151,21.26525,19.47924,18.78983,18.27653,0.4302355,6139,56192,164,0
359.5621424,28.12844668,19.71959,19.25652,19.06818,19.00356,18.89924,0.8498759,7696,57655,174,1
359.5359128,28.42499274,17.85614,16.34741,15.76518,15.55401,15.47183,-8.36E-05,2803,54368,397,2
130.0726062,18.30794566,24.58906,23.32392,23.82697,22.97257,21.7009,0.8449403,9559,57805,988,0
252.4289935,37.61393276,24.63467,21.53459,24.28585,22.04226,22.8269,-0.000217271,10720,58250,382,2
12.20481585,-1.081071809,22.92715,22.48175,22.20677,21.66339,21.67184,0.9050393,9351,58049,677,0
21.36818774,-1.237398107,19.87566,18.32475,17.43522,16.96284,16.66207,0.1347377,399,51817,208,0
135.2109197,3.741037895,24.81584,21.97726,20.83398,19.94146,19.58302,0.5145447,3814,55535,13,0
136.7755022,3.86915733,23.46375,22.74167,20.82154,19.75113,19.38174,0.5255279,3820,55542,463,0
142.3644307,4.435339637,23.02271,21.48697,19.79436,18.99735,18.62903,0.4460044,4796,55924,153,0
125.4484943,2.558142064,25.5159,22.37621,20.68469,19.75494,19.36453,0.5137674,4792,55925,695,0
152.8707703,5.149080398,18.63601,17.27522,16.70804,16.42084,16.16631,0.03164083,574,52355,326,0
156.3871926,5.353512364,19.66006,17.86067,16.83765,16.34537,15.96555,0.1259635,575,52319,562,0
222.9810297,46.74841266,18.46021,16.39359,15.46857,15.05248,14.74633,0.07376388,6737,56365,641,0
185.975551,0.217273532,26.1301,21.9418,20.20853,19.23826,18.75641,0.5032725,3847,55588,652,0
120.8017154,8.029189185,21.58739,19.47309,17.88166,16.11783,15.18604,-0.000263756,2570,54081,278,2
172.9293281,4.596592685,21.2852,19.49744,17.92191,17.33284,16.91302,0.2854574,837,52642,188,0
343.2773787,11.0820564,22.1969,21.13753,20.85234,20.66404,20.32752,2.14749,5051,56214,388,1
126.2863309,46.20547864,25.62809,23.22453,22.03741,20.50233,19.63435,-0.000141992,7325,56717,695,2
157.9266991,14.38454997,21.86478,20.0325,18.36402,17.80335,17.40208,0.3090471,1747,53075,570,0
359.12327,0.102826475,22.88784,22.34538,21.76241,21.16772,21.90269,0.7307063,9198,57713,262,0
213.8046992,33.80294491,25.49169,22.26953,20.632,19.65375,19.19556,0.5150443,3858,55273,16,0
213.8135424,33.7455653,24.86662,21.27167,19.55921,18.71576,18.24039,0.4562303,3858,55273,12,0
358.9524469,-6.652201835,19.71418,19.11553,19.06088,19.07689,18.76887,2.384372,7147,56574,598,1
247.5206005,39.06304996,25.59933,23.25946,22.3439,20.78509,19.91646,0.8346869,10729,58248,271,0
176.0790433,52.28749604,19.61537,17.64226,16.58913,16.13422,15.80807,0.1320343,880,52367,559,0
138.3683904,41.92203586,25.7296,25.73635,21.86358,20.85773,19.70404,1.531344,8297,57416,891,1
116.8407117,26.0173533,19.44258,17.66083,16.73783,16.31718,15.97877,0.1336251,858,52316,214,0
179.2800228,27.2852742,17.12361,16.2433,15.97645,15.88012,15.86238,3.16E-05,6402,56334,208,2
289.5085121,38.36276154,19.64826,17.62618,17.51848,17.33074,17.53416,-5.93E-05,2821,54393,385,2
26.26864482,27.27992984,22.10388,22.2923,21.91684,21.64951,21.35736,0.3062452,7689,57743,398,0
214.8336931,56.22068664,18.88631,17.7972,17.44326,17.17183,17.02081,0.06268914,1161,52703,343,0
203.4740927,21.50991414,18.08247,17.9026,17.63991,17.67699,17.69776,1.012512,2653,54230,156,1
204.5733326,21.35992989,18.96363,17.95109,17.61887,17.49593,17.45994,0.000351909,2654,54231,397,2
117.2835115,15.17358495,22.0229,21.22914,21.11949,20.96289,20.65077,2.601208,4502,55569,666,1
137.8904234,1.902382237,19.53048,19.17373,19.20289,19.00891,19.29478,0.649371,12544,58928,713,1
178.5415939,-2.200622732,24.70166,22.09487,20.39848,19.31257,18.77796,0.5972717,3776,55209,479,0
236.6626893,55.08422076,22.33966,21.39082,20.15337,19.33381,19.07828,0.6133101,6708,56452,929,0
42.10342032,1.306762064,18.02219,16.94177,16.60393,17.1498,16.43709,2.92E-05,7821,57279,56,2
343.6814745,28.25708816,24.43279,23.589,21.54511,20.45623,19.63581,0.6514825,7768,58289,215,0
229.7445669,42.69582408,22.49609,21.35016,21.15457,20.65092,20.07277,2.015933,5164,56067,670,1
211.969177,-1.810748897,19.0744,17.47849,16.80219,16.56408,16.44966,-0.00013047,916,52378,354,2
174.6121774,24.08326492,23.32391,21.40727,20.94902,20.82411,20.91145,3.225726,6415,56310,70,1
173.9021042,4.160199845,19.3288,18.50013,18.26982,17.89451,17.87831,0.08197396,837,52642,5,0
198.530817,4.225086391,19.53876,18.11942,17.33713,16.93766,16.63413,0.1131941,850,52338,3,0
168.801485,4.022884341,18.65169,16.80491,16.03215,15.64248,15.33452,0.03819191,835,52326,131,0
175.4130891,4.207755446,19.41034,17.45159,16.40842,15.97976,15.62599,0.1258795,838,52378,56,0
243.0429483,28.99520054,19.47865,17.51338,17.22961,17.10558,17.08851,-0.00051836,1406,52876,122,2
183.2427234,-1.386154979,17.07326,16.76511,16.93977,16.6385,16.14216,0.000454908,332,52367,564,2
173.3056859,14.13204718,18.30914,16.85575,16.27689,16.07914,16.00111,0.00015803,3244,54892,350,2
359.5290827,1.357440735,22.22336,22.54253,22.05022,21.63444,20.67622,0.937829,9198,57713,844,0
28.39844271,1.064836663,21.13106,20.82927,20.73934,20.25982,20.41373,1.60703,9390,58103,695,1
131.7267146,18.65931375,22.37936,22.10633,21.50214,21.0642,20.65833,0.9367971,9557,58138,508,0
209.8755542,33.03930692,18.90329,17.90423,17.53944,17.30424,17.16956,0.05047157,2117,54115,615,0
210.1267195,33.01002942,23.02838,20.46378,18.75812,18.10268,17.68284,0.3210948,2121,54180,376,0
357.1615055,34.86287293,22.06992,21.23622,21.10124,21.17725,21.03842,2.702922,7143,56572,760,1
119.9578628,17.22969273,22.24137,21.38556,20.57572,20.1512,19.86422,2.786085,4494,55569,672,1
221.7259929,41.85006973,24.63466,21.11033,21.02432,20.79292,21.35536,1.064647,6053,56091,497,1
207.1347202,49.02660657,21.63448,21.2809,20.84637,20.61893,20.23302,2.015706,7431,57162,908,1
208.9277773,48.6354528,22.28084,21.28164,20.74152,20.31452,20.21236,0.2098451,7432,57107,820,0
210.3526809,48.29665049,21.91571,22.03563,21.65481,21.70146,21.22183,1.399025,8499,57431,594,1
215.956852,46.77796953,21.90765,20.20233,19.463,19.1847,19.05111,-0.000694812,8436,57895,42,2
114.3185256,28.17088365,25.26817,23.95056,21.7263,20.67022,19.86757,0.000151585,10285,58083,193,2
317.3918673,10.45124032,19.78342,18.31353,17.41584,16.30398,15.58629,-0.000158143,728,52520,392,2
336.9224339,17.21453127,22.10501,21.13467,21.19336,21.30484,20.81773,0.869038,5031,56209,402,1
233.6777995,57.79661284,20.94007,20.60857,20.68596,20.56493,21.04126,1.566276,8425,58226,599,1
128.2113362,34.76407061,21.00376,20.66948,20.61486,20.46541,20.3307,0.7288293,11651,58511,112,1
209.4280418,48.47600353,22.07011,20.63047,19.96078,19.63038,19.53167,0.000140519,6745,56425,168,2
352.0425886,13.61696109,21.20328,20.32504,20.23845,20.17496,19.98603,2.356947,6143,56267,252,1
359.7449799,0.076732292,24.0468,23.47494,22.4834,22.1953,21.48065,0.967416,9198,57713,30,0
11.56021399,0.000378453,19.87143,17.87807,16.8397,16.42124,16.07215,0.1117188,393,51794,113,0
122.1022927,12.58227876,25.96853,20.58595,18.84619,18.23485,17.87465,0.3385029,4505,55603,148,0
244.1491014,41.92658731,25.27188,22.43102,21.82858,20.76398,19.77788,0.7941123,8526,57898,673,0
200.4147316,36.27912557,22.28049,21.06104,19.39646,18.55149,18.01278,0.4634584,3983,55603,497,0
213.6642984,33.91330958,24.92744,22.77951,20.67324,19.66658,19.14984,0.5310267,3863,55280,564,0
217.3308333,32.92626704,25.27933,22.27823,20.41263,19.58373,19.07098,0.4814041,3864,55649,813,0
167.5213351,32.61775265,24.05369,21.57235,20.05756,19.19227,18.80253,0.5472241,6440,56370,279,0
236.6260433,30.3128353,18.00215,16.09608,15.28646,14.92457,14.63139,0.03059383,1389,53135,21,0
226.1495133,35.16473213,20.53546,18.51014,17.56528,17.15966,16.84755,0.09718509,1385,53108,324,0
150.3074797,55.71902366,20.85314,20.90514,20.9754,20.87054,21.14126,0.004300271,8188,57348,914,0
236.3327278,48.79679489,19.01669,17.91848,17.46389,17.17443,16.94229,0.03818681,812,52352,352,0
227.2256651,53.50531948,24.56892,21.54706,19.99133,19.38275,19.01647,0.4498778,8396,57837,971,0
206.7307992,59.27273434,26.52023,22.43464,20.78222,19.76872,19.17806,0.5111294,6810,56447,12,0
352.7797188,0.767079401,21.41985,19.38313,18.38703,17.92114,17.70489,-0.000322598,1486,52993,375,2
346.1413451,0.649034969,22.70761,20.94496,20.09498,19.76327,19.56889,-0.000183576,678,52884,332,2
176.769416,14.3362319,23.59805,20.99955,19.27889,16.68904,15.2331,3.91E-06,1761,53376,148,2
253.3151649,20.97123,23.7123,20.69748,19.92425,19.68311,19.5948,-3.80E-05,4178,55653,442,2
184.8133926,-1.2710414,24.37817,21.33114,20.94181,20.71184,20.47338,-0.000442325,3846,55327,210,2
212.7936078,15.63318268,22.87587,21.7427,20.20953,19.34776,18.99685,0.6576468,5451,56010,989,0
214.4382613,30.22200573,23.07837,22.10218,20.51597,19.379,18.82136,0.581275,6497,56329,893,0
116.552132,42.33034741,22.4899,21.92906,20.65706,19.72717,19.04805,6.539196,3666,55185,961,1
117.2127749,43.10482817,22.34581,22.91529,20.84057,19.61483,19.26633,0.5593336,3676,55186,417,0
230.7666215,19.7757082,22.76226,21.96005,22.10523,21.62715,21.35631,1.631396,3950,55680,180,1
186.5400565,0.213761157,23.4579,22.09431,20.38157,19.49165,19.10418,0.4872197,3847,55588,739,0
205.2535854,21.28333248,21.92041,21.21264,21.02741,21.04826,21.16465,-0.000116462,5851,56075,396,2
182.5154658,34.63144662,23.87876,22.2421,20.47729,19.63152,19.28753,0.4699929,4610,55621,109,0
126.2380518,39.77950352,22.14933,24.29816,22.78695,21.5944,19.84809,-7.09E-05,9361,58055,985,2
135.6523265,46.38772403,21.59694,21.30516,22.04181,22.12008,22.86124,0.02789879,7516,56782,611,0
333.3863721,11.72931746,19.90102,19.56795,19.41602,19.1698,19.32161,1.500025,736,52221,283,1
334.1706753,11.83749748,21.16276,19.9927,19.48133,19.46111,19.26825,-0.00093618,5047,55833,716,2
237.0459638,55.87336031,19.60209,19.40934,19.14836,19.10848,19.10962,1.398385,617,52072,110,1
149.613559,45.49869149,23.45809,20.95526,20.48487,20.25044,20.18959,-0.000369116,4694,55649,869,2
161.409963,23.81541307,17.83451,16.16448,15.45431,15.13116,14.96696,0.000247789,3251,54882,430,2
121.994467,54.92150461,20.58381,19.25254,18.74573,18.63393,18.49977,-8.36E-05,7281,57007,192,2
240.3172949,37.89358718,19.24053,17.57752,16.80169,16.37655,16.05339,0.06960491,1055,52761,305,0
225.0867131,40.51232841,21.79112,21.69167,21.55062,21.53723,22.46764,1.637625,8494,57104,808,1
225.7449047,40.12754069,22.35843,21.82592,21.75409,21.7882,22.6406,0.000945561,5166,56065,964,2
238.1304858,54.14308296,24.55357,21.30493,19.46505,18.75294,18.36268,0.4082735,6709,56429,674,0
111.0554211,43.03411552,19.65569,17.73059,16.73329,16.27223,15.91965,0.1204893,1865,53312,241,0
130.2719852,37.74741375,23.71859,22.06745,21.24277,20.31025,19.84098,0.6656508,3765,55508,335,0
7.111152369,-3.08446627,22.43482,21.32362,19.99859,19.25812,18.91983,0,4367,55566,59,0
136.3317553,12.75082087,19.7933,19.82743,20.11701,20.32158,20.31767,2.675924,2576,54086,339,1
132.0758167,45.10493027,23.27504,22.76768,21.09634,20.02607,19.48489,0.5707986,5163,55889,25,0
173.9890174,58.15336465,19.42781,18.69143,18.15631,17.78201,17.65857,0.1455113,1310,53033,539,0
35.92658447,1.35724485,19.56255,18.32545,18.01521,17.87252,17.854,6.71E-07,7333,56686,744,2
216.3085249,52.32320589,25.69713,23.8602,21.60363,20.47311,19.91161,0.6110641,7031,56449,302,0
167.8614235,5.760342867,17.66229,16.61391,16.15524,15.82759,15.6474,0.04923284,835,52326,331,0
139.5444684,21.73082016,24.2468,22.34307,21.64064,21.17474,20.30576,0.2700428,9590,57813,370,0
140.8131665,22.14122544,26.72885,22.28657,20.61147,19.77466,19.46248,0.5520893,5774,56002,321,0
324.3396901,4.516021023,24.76686,22.97263,21.03338,19.98632,19.50256,0.5051353,4083,55441,791,0
0.711161167,2.755666193,23.63808,22.82817,22.45744,21.65691,22.29804,0.9344106,9439,58015,740,0
325.049599,2.276851252,21.15928,20.71468,20.76853,21.73252,22.82687,2.666042,9163,58043,916,1
212.3882797,13.49322194,18.30638,16.61202,15.81718,15.4137,15.11004,0.06095751,1704,53178,40,0
205.1528508,14.30260543,22.03382,19.58265,18.03689,17.52191,17.18397,0.2584494,5436,56015,62,0
174.7311466,52.24324505,18.26506,17.10461,16.65019,16.35284,16.26451,0.06982954,880,52367,477,0
176.3105376,52.29783599,18.28324,16.49551,15.6779,15.29812,14.99518,0.0727703,880,52367,556,0
111.1618824,40.9689776,24.04097,21.26568,20.58828,20.30458,20.08974,-3.53E-05,3656,55241,224,2
190.0685341,-1.40870108,18.07176,16.54621,15.9904,15.83397,15.77143,-8.66E-05,2897,54585,370,2
351.4716614,0.727673705,23.07339,22.46461,22.02207,21.77915,21.62562,2.186717,8765,57307,596,1
351.5284126,0.692845527,19.52988,17.31935,16.36401,16.01124,15.83782,-9.37E-05,1485,52992,511,2
351.7433993,0.825546376,22.9839,21.91709,20.41465,19.10559,18.35298,-4.54E-05,1095,52521,574,2
354.2425275,0.819207569,20.07447,19.01317,18.6616,18.51053,18.45407,7.83E-08,1487,52964,336,2
346.286678,0.717732774,25.06102,22.02152,21.21791,20.96089,21.02631,3.889583,9173,58069,256,1
145.1658817,61.96380069,23.15682,22.13566,20.54176,19.40862,18.78208,0.5984296,5720,56602,657,0
206.0763574,21.27675478,22.83945,20.33204,18.67865,17.62963,17.03835,4.21E-05,2654,54231,546,2
211.0573161,20.57890638,19.04593,19.00214,18.81273,18.87621,18.80471,0.9802247,2770,54510,32,1
243.2904751,22.94985588,17.92119,15.95848,14.91579,14.33968,13.84896,0.03210432,1657,53520,285,0
16.98717553,-2.196114341,22.37601,22.30969,22.17265,21.60345,23.2826,0.7990431,9388,58074,98,0
165.6696186,23.31587123,20.18126,19.69518,19.80562,19.91375,19.61294,0.744605,6428,56279,662,1
176.4573404,24.30962054,19.48093,18.93243,18.8851,18.9103,18.77052,2.601777,6416,56312,264,1
167.6009843,59.56484841,22.67244,21.86151,21.72383,22.10242,22.09734,2.618082,7103,56661,82,1
183.6504527,4.236461269,19.57935,18.0901,17.38676,16.97879,16.67672,0.1115891,844,52378,295,0
131.8416856,14.36571508,19.60523,17.61552,16.46954,16.00509,15.63619,0.1487461,5290,55862,348,0
252.2652128,38.53143281,22.67004,22.44492,21.85721,21.77049,21.45965,0.3016262,10728,58248,11,0
23.24958865,-1.087086822,17.76063,16.87304,16.55341,16.31443,16.16381,0.05197291,697,52226,81,0
32.26411553,-1.177975372,20.21185,19.21085,18.86798,18.62025,18.56122,0.06902311,1506,53003,43,0
204.4092434,51.89808643,24.85661,22.02591,20.42513,19.52874,19.11066,0.5265391,6740,56401,539,0
128.5576027,2.92051668,20.06537,18.18267,17.10466,16.62929,16.27798,0.1173326,4789,55923,180,0
18.55131552,1.324523478,22.87626,21.91066,20.40604,19.58177,18.9858,0.5445545,4315,55503,245,0
342.1453564,1.140006731,25.10395,20.95246,19.11805,18.46407,18.03789,0.3633597,675,52590,601,0
21.84453122,1.173409802,21.27141,19.67376,18.67617,18.24733,17.86539,0.1292736,1551,53327,537,0
131.2225326,18.43314116,22.83757,22.95393,22.45516,21.7629,21.27395,0.7730802,9558,57806,805,0
133.6475675,19.5588027,23.51357,21.88488,20.31507,19.33403,19.05325,0.5166911,5175,55955,642,0
354.0826679,14.61166064,23.62147,22.33785,20.59912,19.61548,18.97682,0.5305852,6144,56237,616,0
359.7784713,27.42279802,22.76371,21.94692,21.59482,21.54574,21.63545,1.272744,7695,57654,513,1
357.1259245,36.56340396,17.73496,16.07068,15.45243,15.23224,15.1438,-4.86E-05,1880,53262,399,2
282.4532341,18.04367513,19.22138,16.9037,15.76547,15.24902,14.92183,-0.001153564,2812,54639,298,2
188.7314672,34.95550032,23.0373,22.2709,21.34141,20.34843,19.46615,0.7604093,10247,58162,955,0
